Genus[7][8][9][b],Meaning or derivation,Family[4],Order[4],C,G
Prostanthera,anther addition (the spurs),Lamiaceae,Lamiales,C,G
Protea,Proteus[4],Proteaceae,Proteales,,G
Prunella,from a German name,Lamiaceae,Lamiales,C,G
Prunus,Latin name,Rosaceae,Rosales,C,G
Psammophora,sandy,Aizoaceae,Caryophyllales,,
Pseuder­anthemum,false Eranthemum,Acanthaceae,Lamiales,,G
Pseudofumaria,false Fumaria,Papaveraceae,Ranunculales,C,
Pseudolarix,false Larix,Pinaceae,Pinales,C,G
Pseudopanax,false Panax,Araliaceae,Apiales,C,G
Pseudophoenix,false Phoenix,Arecaceae,Arecales,,G
Pseudosasa,false Sasa,Poaceae,Poales,C,G
Pseudotsuga,false Tsuga,Pinaceae,Pinales,C,G
Pseudowintera,false Wintera (Drimys),Winteraceae,Canellales,C,G
Psidium,"Latin name, from a Greek name",Myrtaceae,Myrtales,,G
Psilotum,bare (the branches)[4],Psilotaceae,Psilotales,,G
Psophocarpus,noisy fruit (the exploding capsules),Fabaceae,Fabales,,
Psoralea,scabby,Fabaceae,Fabales,,G
Psychotria,from a Greek name,Rubiaceae,Gentianales,,G
Ptelea,Greek name,Rutaceae,Sapindales,C,G
Pteridophyllum,fern leaves,Papaveraceae,Ranunculales,,G
Pterocarya,winged nuts,Juglandaceae,Fagales,C,G
Pterocephalus,winged head (the feathery fruiting heads),Caprifoliaceae,Dipsacales,,G
Pterospermum,winged seeds,Malvaceae,Malvales,,
Pterostyrax,winged Styrax,Styracaceae,Ericales,C,G
Ptychosperma,folded seeds,Arecaceae,Arecales,,G
Pulicaria,Latin name,Asteraceae,Asterales,,G
Pulmonaria,"Latin: lungs, from the supposed resemblance to diseased lungs",Boraginaceae,Boraginales,C,G
Pulsatilla,uncertain,Ranunculaceae,Ranunculales,,G
Punica,Latin name,Lythraceae,Myrtales,C,G
Puya,Chilean name of Puya chilensis,Bromeliaceae,Poales,C,G
Pycnanthemum,dense flowers,Lamiaceae,Lamiales,,G
Pycnostachys,dense spikes,Lamiaceae,Lamiales,,G
Pyracantha,fire thorns,Rosaceae,Rosales,C,G
Pyrola,diminutive of Pyrus,Ericaceae,Ericales,,G
Pyrostegia,"fire roofs, from the upper lip",Bignoniaceae,Lamiales,,G
Pyrus,Latin name,Rosaceae,Rosales,C,G
Pyxidanthera,boxed anther (the lidded anthers),Diapensiaceae,Ericales,,G
